Rank	RankIndex	NLabel	SelectedN	SelectedTaxa	MeanCoverage	MinimumCoverage	MaximumCoverage	OtherKnownMean	UnknownMean
Phylum	1	Top 5	5	Proteobacteria; Chloroflexi; Bacteroidetes; Acidobacteria; Actinobacteria	0.7753386724453056	0.5526355996944232	0.8643649815043156	0.22119754516245524	0.003463782392239115
Phylum	1	Top 10	10	Proteobacteria; Chloroflexi; Bacteroidetes; Acidobacteria; Actinobacteria; Firmicutes; Verrucomicrobia; Planctomycetes; Gemmatimonadetes; Nitrospirae	0.9480304709397607	0.8651557298554425	0.9891696750902527	0.04850574666800024	0.003463782392239115
Phylum	1	Top 20	20	Proteobacteria; Chloroflexi; Bacteroidetes; Acidobacteria; Actinobacteria; Firmicutes; Verrucomicrobia; Planctomycetes; Gemmatimonadetes; Nitrospirae; Chlorobi; Thaumarchaeota; Latescibacteria; Armatimonadetes; Miscellaneous Crenarchaeotic Group; Cyanobacteria; Aminicenantes; Deinococcus-Thermus; Lentisphaerae; Euryarchaeota	0.9847709856497617	0.9514341739249396	0.9968649059471784	0.011765231957999117	0.003463782392239115
Phylum	1	Top 50	50	Proteobacteria; Chloroflexi; Bacteroidetes; Acidobacteria; Actinobacteria; Firmicutes; Verrucomicrobia; Planctomycetes; Gemmatimonadetes; Nitrospirae; Chlorobi; Thaumarchaeota; Latescibacteria; Armatimonadetes; Miscellaneous Crenarchaeotic Group; Cyanobacteria; Aminicenantes; Deinococcus-Thermus; Lentisphaerae; Euryarchaeota; Spirochaetae; Parcubacteria; Synergistetes; Hydrogenedentes; SHA-109; Thermotogae; WD272; Elusimicrobia; TA06; Saccharibacteria; Cloacimonetes; JL-ETNP-Z39; Deferribacteres; Acetothermia; TM6; WCHB1-60; Omnitrophica; Caldiserica; Fusobacteria; Fibrobacteres; Atribacteria; Marinimicrobia (SAR406 clade); Gracilibacteria; Candidate division OP3; Chlamydiae; Woesearchaeota (DHVEG-6); SM2F11; Hyd24-12; GOUTA4; Candidate division SR1	0.9964451658634992	0.974371836381048	0.9993506876807744	9.105174426175102e-5	0.003463782392239115
Phylum	1	All known	55	ALL_KNOWN	0.9965362176077609	0.9746454466687947	0.9993506876807744	6.1679056923619804e-18	0.003463782392239115
Class	2	Top 5	5	Acidobacteria; Alphaproteobacteria; Betaproteobacteria; Anaerolineae; Gammaproteobacteria	0.39155281893478283	0.266812102817035	0.5224195998150961	0.5764257253367495	0.03202145572846765
Class	2	Top 10	10	Acidobacteria; Alphaproteobacteria; Betaproteobacteria; Anaerolineae; Gammaproteobacteria; Deltaproteobacteria; Acidimicrobiia; KD4-96; Sphingobacteriia; Bacilli	0.5900453172911061	0.40544228608123295	0.7098989632173281	0.37793322698042625	0.03202145572846765
Class	2	Top 20	20	Acidobacteria; Alphaproteobacteria; Betaproteobacteria; Anaerolineae; Gammaproteobacteria; Deltaproteobacteria; Acidimicrobiia; KD4-96; Sphingobacteriia; Bacilli; Gemmatimonadetes; Flavobacteriia; Actinobacteria; Clostridia; Thermoleophilia; Holophagae; Planctomycetacia; Bacteroidetes vadinHA17; Cytophagia; Spartobacteria	0.8192204249622833	0.5946112270562423	0.9221543162719633	0.14875811930924898	0.03202145572846765
Class	2	Top 50	50	Acidobacteria; Alphaproteobacteria; Betaproteobacteria; Anaerolineae; Gammaproteobacteria; Deltaproteobacteria; Acidimicrobiia; KD4-96; Sphingobacteriia; Bacilli; Gemmatimonadetes; Flavobacteriia; Actinobacteria; Clostridia; Thermoleophilia; Holophagae; Planctomycetacia; Bacteroidetes vadinHA17; Cytophagia; Spartobacteria; OPB35 soil group; Bacteroidia; Nitrospira; Phycisphaerae; Ignavibacteria; Verrucomicrobiae; Epsilonproteobacteria; Coriobacteriia; JG37-AG-4; Soil Crenarchaeotic Group(SCG); Ktedonobacteria; OM190; MB-A2-108; Gitt-GS-136; S085; TK10; Bacteroidetes BD2-2; Caldilineae; Deinococci; JG30-KF-CM66; Chlorobia; Opitutae; WCHB1-32; Chloroflexia; SB-5; Thermomicrobia; Ardenticatenia; Spirochaetes; Cyanobacteria; Nitriliruptoria	0.9498367273132007	0.8687665622741508	0.9896446893406803	0.018141816958331725	0.03202145572846765
Class	2	All known	127	ALL_KNOWN	0.9679785442715323	0.9173090821488799	0.9924631072265502	2.4671622769447924e-18	0.03202145572846765
Order	3	Top 5	5	Anaerolineales; Acidimicrobiales; Xanthomonadales; Sphingobacteriales; Rhizobiales	0.20410214096383775	0.058331749952498575	0.3688172753087235	0.6516251395061081	0.14427271953005416
Order	3	Top 10	10	Anaerolineales; Acidimicrobiales; Xanthomonadales; Sphingobacteriales; Rhizobiales; Subgroup 6; Burkholderiales; Flavobacteriales; Bacillales; Clostridiales	0.34765278491277046	0.12144806550008028	0.5932801547014744	0.5080744955571753	0.14427271953005416
Order	3	Top 20	20	Anaerolineales; Acidimicrobiales; Xanthomonadales; Sphingobacteriales; Rhizobiales; Subgroup 6; Burkholderiales; Flavobacteriales; Bacillales; Clostridiales; Sphingomonadales; Planctomycetales; Desulfobacterales; Subgroup 3; Gaiellales; Subgroup 4; Gemmatimonadales; Micrococcales; Rhodobacterales; Nitrosomonadales	0.536895243341915	0.24064857922620003	0.7414446747207198	0.31883203712803093	0.14427271953005416
Order	3	Top 50	50	Anaerolineales; Acidimicrobiales; Xanthomonadales; Sphingobacteriales; Rhizobiales; Subgroup 6; Burkholderiales; Flavobacteriales; Bacillales; Clostridiales; Sphingomonadales; Planctomycetales; Desulfobacterales; Subgroup 3; Gaiellales; Subgroup 4; Gemmatimonadales; Micrococcales; Rhodobacterales; Nitrosomonadales; Chthoniobacterales; Desulfuromonadales; Subgroup 7; Cytophagales; Hydrogenophilales; Nitrospirales; Acidobacteriales; Myxococcales; Ignavibacteriales; Bacteroidia Incertae Sedis; Rhodospirillales; SC-I-84; Verrucomicrobiales; Campylobacterales; Syntrophobacterales; Rhodocyclales; Coriobacteriales; Pseudomonadales; Solirubrobacterales; Order Incertae Sedis; Subgroup 23; 43F-1404R; Chromatiales; Subgroup 17; Subgroup 10; WD2101 soil group; Caulobacterales; Cellvibrionales; GR-WP33-30; Frankiales	0.7586020759398736	0.5549044790496067	0.8803280765089619	0.09712520453007219	0.14427271953005416
Order	3	All known	216	ALL_KNOWN	0.8557272804699458	0.6178718585852232	0.973715878143011	2.4671622769447924e-18	0.14427271953005416
Family	4	Top 5	5	Anaerolineaceae; Flavobacteriaceae; Comamonadaceae; Planctomycetaceae; Gemmatimonadaceae	0.156846326583834	0.06195569136745607	0.376807765964472	0.5227812127582414	0.3203724606579246
Family	4	Top 10	10	Anaerolineaceae; Flavobacteriaceae; Comamonadaceae; Planctomycetaceae; Gemmatimonadaceae; Rhodobacteraceae; Sphingomonadaceae; Clostridiaceae 1; OM1 clade; Nitrosomonadaceae	0.23671065667421368	0.09883876491678707	0.552671017645637	0.4429168826678617	0.3203724606579246
Family	4	Top 20	20	Anaerolineaceae; Flavobacteriaceae; Comamonadaceae; Planctomycetaceae; Gemmatimonadaceae; Rhodobacteraceae; Sphingomonadaceae; Clostridiaceae 1; OM1 clade; Nitrosomonadaceae; Bacillaceae; Chitinophagaceae; Hydrogenophilaceae; Acidimicrobiaceae; DA101 soil group; Xanthomonadaceae; Acidobacteriaceae (Subgroup 1); Desulfobulbaceae; JTB255 marine benthic group; RB41	0.34644887367194455	0.16935830518882408	0.5789702683103698	0.3331786656701309	0.3203724606579246
Family	4	Top 50	50	Anaerolineaceae; Flavobacteriaceae; Comamonadaceae; Planctomycetaceae; Gemmatimonadaceae; Rhodobacteraceae; Sphingomonadaceae; Clostridiaceae 1; OM1 clade; Nitrosomonadaceae; Bacillaceae; Chitinophagaceae; Hydrogenophilaceae; Acidimicrobiaceae; DA101 soil group; Xanthomonadaceae; Acidobacteriaceae (Subgroup 1); Desulfobulbaceae; JTB255 marine benthic group; RB41; Micrococcaceae; Xanthomonadales Incertae Sedis; Draconibacteriaceae; Planococcaceae; Xanthobacteraceae; Helicobacteraceae; Nitrospiraceae; Verrucomicrobiaceae; Erythrobacteraceae; Saprospiraceae; Desulfobacteraceae; Rhodocyclaceae; Sphingobacteriaceae; WCHB1-69; Coriobacteriaceae; Family Incertae Sedis; Family XII; Gaiellaceae; Cyclobacteriaceae; Cytophagaceae; Alcaligenaceae; Syntrophaceae; BSV26; Rhodospirillaceae; Geobacteraceae; DUNssu044; Hyphomicrobiaceae; Nitrospinaceae; Ectothiorhodospiraceae; Oxalobacteraceae	0.5132746996107639	0.2886705557261283	0.7300969029070872	0.16635283973131149	0.3203724606579246
Family	4	All known	393	ALL_KNOWN	0.6796275393420754	0.3875695907904256	0.929476217619862	1.8503717077085942e-18	0.3203724606579246
Genus	5	Top 5	5	Sphingomonas; Clostridium sensu stricto 13; Thiobacillus; Bacillus; Candidatus Solibacter	0.05649582597178192	0.008976522940003069	0.3228418640183346	0.3124480609582992	0.6310561130699189
Genus	5	Top 10	10	Sphingomonas; Clostridium sensu stricto 13; Thiobacillus; Bacillus; Candidatus Solibacter; Arthrobacter; Flavobacterium; Blastocatella; Anaerolinea; Illumatobacter	0.09521804539337543	0.022019334049409235	0.3296409472880061	0.27372584153670565	0.6310561130699189
Genus	5	Top 20	20	Sphingomonas; Clostridium sensu stricto 13; Thiobacillus; Bacillus; Candidatus Solibacter; Arthrobacter; Flavobacterium; Blastocatella; Anaerolinea; Illumatobacter; Gillisia; Bryobacter; Sulfurovum; Pedobacter; Marinicella; Gaiella; Planomicrobium; Pirellula; Desulfobulbus; Planctomyces	0.14515677691438283	0.04066998448119013	0.4011019562250417	0.22378711001569826	0.6310561130699189
