Taxon	SampleID	RelativeAbundance	Percent	Annotated
Acetothermia	S1	0	0	TRUE
Acidobacteria	S1	0.11882389789366533	11.882389789366533	TRUE
Actinobacteria	S1	0.1217602380393078	12.17602380393078	TRUE
Aerophobetes	S1	0	0	TRUE
Aminicenantes	S1	9.396288466055908e-4	0.09396288466055908	TRUE
Armatimonadetes	S1	0.005950982695168742	0.5950982695168742	TRUE
Atribacteria	S1	0	0	TRUE
Bacteroidetes	S1	0.18072194816380863	18.07219481638086	TRUE
Caldiserica	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Candidate division OP3	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Candidate division SR1	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Chlamydiae	S1	0	0	TRUE
Chlorobi	S1	0.011745360582569885	1.1745360582569884	TRUE
Chloroflexi	S1	0.12035079476939942	12.035079476939941	TRUE
Cloacimonetes	S1	7.830240388379923e-4	0.07830240388379923	TRUE
Cyanobacteria	S1	0.0019575600970949806	0.19575600970949805	TRUE
Deferribacteres	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Deinococcus-Thermus	S1	5.08965625244695e-4	0.0508965625244695	TRUE
Dictyoglomi	S1	0	0	TRUE
Elusimicrobia	S1	9.787800485474903e-4	0.09787800485474903	TRUE
Euryarchaeota	S1	0.003288700963119568	0.3288700963119568	TRUE
Fibrobacteres	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Firmicutes	S1	0.023138360347662673	2.3138360347662674	TRUE
Fusobacteria	S1	0	0	TRUE
Gemmatimonadetes	S1	0.02627045650301464	2.627045650301464	TRUE
GOUTA4	S1	0	0	TRUE
Gracilibacteria	S1	0	0	TRUE
Hyd24-12	S1	0	0	TRUE
Hydrogenedentes	S1	5.08965625244695e-4	0.0508965625244695	TRUE
JL-ETNP-Z39	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Latescibacteria	S1	0.0032103985592357685	0.32103985592357687	TRUE
LCP-89	S1	0	0	TRUE
Lentisphaerae	S1	0.004737295434969853	0.4737295434969853	TRUE
Marinimicrobia (SAR406 clade)	S1	0	0	TRUE
Microgenomates	S1	0	0	TRUE
Miscellaneous Crenarchaeotic Group	S1	0.0047764466369117535	0.47764466369117536	TRUE
Nitrospirae	S1	0.01229347740975648	1.229347740975648	TRUE
Omnitrophica	S1	4.698144233027954e-4	0.04698144233027954	TRUE
Parcubacteria	S1	0.001840106491269282	0.1840106491269282	TRUE
Planctomycetes	S1	0.02247278991465038	2.247278991465038	TRUE
Proteobacteria	S1	0.19971028110562994	19.971028110562994	TRUE
Saccharibacteria	S1	0.0023099209145720774	0.23099209145720773	TRUE
SHA-109	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
SM2F11	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Spirochaetae	S1	6.264192310703939e-4	0.06264192310703938	TRUE
Synergistetes	S1	0	0	TRUE
TA06	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Tenericutes	S1	0	0	TRUE
Thaumarchaeota	S1	0.003132096155351969	0.31320961553519694	TRUE
Thermotogae	S1	7.830240388379923e-5	0.007830240388379922	TRUE
TM6	S1	3.5236081747709656e-4	0.035236081747709654	TRUE
Unknown phylum	S1	0.0037193641844804636	0.37193641844804637	FALSE
Verrucomicrobia	S1	0.12023334116357372	12.023334116357372	TRUE
WCHB1-60	S1	5.08965625244695e-4	0.0508965625244695	TRUE
WD272	S1	3.9151201941899614e-4	0.03915120194189962	TRUE
Woesearchaeota (DHVEG-6)	S1	3.5236081747709656e-4	0.035236081747709654	TRUE
Acetothermia	S2	0	0	TRUE
Acidobacteria	S2	0.2476834553878344	24.76834553878344	TRUE
Actinobacteria	S2	0.08384396951128381	8.38439695112838	TRUE
Aerophobetes	S2	1.1209086833059333e-4	0.011209086833059333	TRUE
Aminicenantes	S2	2.9890898221491554e-4	0.029890898221491553	TRUE
Armatimonadetes	S2	0.004334180242116276	0.43341802421162756	TRUE
Atribacteria	S2	0	0	TRUE
Bacteroidetes	S2	0.03265580630697953	3.265580630697953	TRUE
Caldiserica	S2	0	0	TRUE
Candidate division OP3	S2	4.8572709609923776e-4	0.04857270960992378	TRUE
Candidate division SR1	S2	0	0	TRUE
Chlamydiae	S2	7.472724555372888e-5	0.007472724555372888	TRUE
Chlorobi	S2	0.00403527125990136	0.403527125990136	TRUE
Chloroflexi	S2	0.18838738604095054	18.838738604095052	TRUE
Cloacimonetes	S2	7.472724555372888e-5	0.007472724555372888	TRUE
Cyanobacteria	S2	0.0013824540427439845	0.13824540427439846	TRUE
Deferribacteres	S2	3.736362277686444e-5	0.003736362277686444	TRUE
Deinococcus-Thermus	S2	3.7363622776864444e-4	0.03736362277686445	TRUE
Dictyoglomi	S2	0	0	TRUE
Elusimicrobia	S2	0.0016439994021820357	0.16439994021820356	TRUE
Euryarchaeota	S2	1.4945449110745777e-4	0.014945449110745777	TRUE
Fibrobacteres	S2	0	0	TRUE
Firmicutes	S2	0.013301449708563742	1.3301449708563742	TRUE
Fusobacteria	S2	0	0	TRUE
Gemmatimonadetes	S2	0.026117172321028247	2.6117172321028246	TRUE
GOUTA4	S2	0	0	TRUE
Gracilibacteria	S2	3.736362277686444e-5	0.003736362277686444	TRUE
Hyd24-12	S2	0	0	TRUE
Hydrogenedentes	S2	2.615453594380511e-4	0.02615453594380511	TRUE
JL-ETNP-Z39	S2	1.4945449110745777e-4	0.014945449110745777	TRUE
