SampleID	Group	GroupLabel	ImpliedReads	ObservedReads	EffortRatio	Method	Order	TargetCoverage	HillD
S1	IW	Inland wetland	15796.052454701025	25542	0.6184344395388389	Rarefaction	0	0.8999999995148332	3234.019976121381
S1	IW	Inland wetland	15796.052454701025	25542	0.6184344395388389	Rarefaction	1	0.8999999995148332	1007.5925826163786
S1	IW	Inland wetland	15796.052454701025	25542	0.6184344395388389	Rarefaction	2	0.8999999995148332	278.0920482602996
S2	IW	Inland wetland	14455.221868703935	26764	0.5400994570581353	Rarefaction	0	0.9000000006947595	2955.260315426085
S2	IW	Inland wetland	14455.221868703935	26764	0.5400994570581353	Rarefaction	1	0.9000000006947595	959.492676711476
S2	IW	Inland wetland	14455.221868703935	26764	0.5400994570581353	Rarefaction	2	0.9000000006947595	285.84691479021114
S3	IW	Inland wetland	14889.835676679313	12843	1.1593736414139464	Extrapolation	0	0.9	2910.930348716148
S3	IW	Inland wetland	14889.835676679313	12843	1.1593736414139464	Extrapolation	1	0.9	851.3934415648258
S3	IW	Inland wetland	14889.835676679313	12843	1.1593736414139464	Extrapolation	2	0.9	263.45799239955943
S4	IW	Inland wetland	14603.42226925859	13280	1.0996552913598336	Extrapolation	0	0.9	2761.142888585597
S4	IW	Inland wetland	14603.42226925859	13280	1.0996552913598336	Extrapolation	1	0.9	748.0553824168022
S4	IW	Inland wetland	14603.42226925859	13280	1.0996552913598336	Extrapolation	2	0.9	220.42543683701984
S5	IW	Inland wetland	14757.742967670481	17640	0.8366067441990069	Rarefaction	0	0.9000000003496973	2612.4120839497923
S5	IW	Inland wetland	14757.742967670481	17640	0.8366067441990069	Rarefaction	1	0.9000000003496973	548.2523501695623
S5	IW	Inland wetland	14757.742967670481	17640	0.8366067441990069	Rarefaction	2	0.9000000003496973	168.40269085651448
S6	IW	Inland wetland	12833.732699572074	22525	0.5697550588045316	Rarefaction	0	0.9000000003471224	2303.8650539963473
S6	IW	Inland wetland	12833.732699572074	22525	0.5697550588045316	Rarefaction	1	0.9000000003471224	530.6030930679801
S6	IW	Inland wetland	12833.732699572074	22525	0.5697550588045316	Rarefaction	2	0.9000000003471224	159.86288850130458
S7	IW	Inland wetland	12928.983094813266	17370	0.7443283301562041	Rarefaction	0	0.8999999994825518	2460.736895711835
S7	IW	Inland wetland	12928.983094813266	17370	0.7443283301562041	Rarefaction	1	0.8999999994825518	675.761324331071
S7	IW	Inland wetland	12928.983094813266	17370	0.7443283301562041	Rarefaction	2	0.8999999994825518	201.39764814378736
S9	IW	Inland wetland	15440.472056642177	25295	0.6104159737751405	Rarefaction	0	0.9000000005105891	3134.6826687897756
S9	IW	Inland wetland	15440.472056642177	25295	0.6104159737751405	Rarefaction	1	0.9000000005105891	995.9760144937508
S9	IW	Inland wetland	15440.472056642177	25295	0.6104159737751405	Rarefaction	2	0.9000000005105891	258.29339087749776
S10	IW	Inland wetland	10212.06253471629	31793	0.3212047474197556	Rarefaction	0	0.9000000002859196	1795.6298583106666
S10	IW	Inland wetland	10212.06253471629	31793	0.3212047474197556	Rarefaction	1	0.9000000002859196	376.8188001231109
S10	IW	Inland wetland	10212.06253471629	31793	0.3212047474197556	Rarefaction	2	0.9000000002859196	84.85355710401896
S11	IW	Inland wetland	12758.239169930914	16285	0.7834350119699671	Rarefaction	0	0.8999999998476325	2214.366083611165
S11	IW	Inland wetland	12758.239169930914	16285	0.7834350119699671	Rarefaction	1	0.8999999998476325	379.82795204781326
S11	IW	Inland wetland	12758.239169930914	16285	0.7834350119699671	Rarefaction	2	0.8999999998476325	51.30636418745469
S12	IW	Inland wetland	13049.076021197694	11457	1.1389609864011254	Extrapolation	0	0.9	2293.995461341273
S12	IW	Inland wetland	13049.076021197694	11457	1.1389609864011254	Extrapolation	1	0.9	403.4332580689941
S12	IW	Inland wetland	13049.076021197694	11457	1.1389609864011254	Extrapolation	2	0.9	65.70737117646432
S13	IW	Inland wetland	15656.160841440806	13580	1.1528837143918118	Extrapolation	0	0.9	2769.510913764655
S13	IW	Inland wetland	15656.160841440806	13580	1.1528837143918118	Extrapolation	1	0.9	521.8466289778736
S13	IW	Inland wetland	15656.160841440806	13580	1.1528837143918118	Extrapolation	2	0.9	104.81895691084117
S15	IW	Inland wetland	13184.99997252412	20864	0.6319497686217466	Rarefaction	0	0.900000000465262	2606.304441926142
S15	IW	Inland wetland	13184.99997252412	20864	0.6319497686217466	Rarefaction	1	0.900000000465262	906.8535086052675
S15	IW	Inland wetland	13184.99997252412	20864	0.6319497686217466	Rarefaction	2	0.900000000465262	343.64561262063006
S16	IW	Inland wetland	15695.783887858961	14312	1.0966869681287703	Extrapolation	0	0.9	3029.343682924178
